screen_name,text
BumaKonstruksi,"https://t.co/YX893bcF9B - Wastafel cuci tangan dinding stainless. Temukan aneka desain wastafel stainless unik dan elegan dengan berbagai ukuran. HUB Whatsapp kami 081310045708, 081574972709, 087881743863, 081380545127, 081517798715.

https://t.co/Dfnrjkw2ut https://t.co/J7ZlLVg68B"
BumaKonstruksi,https://t.co/YX893bcF9B - Wastafel cuci tangan dinding 3 keran injak / Wastafel tempat cuci tangan yang terbuat dari material stainless steel SS304 pesanan customer kami. Dengan keran sistem injak sehingga lebih higienis dan memudahkan dalam penggunaan. HUB WA 081310045708 https://t.co/xP9gVqbbhd
BumaKonstruksi,"https://t.co/YX893bcF9B - Wastafel stainless cuci tangan keran dengkul / Bak cuci tangan stainless steel dengan desain modern, simple namun elegan. HUB WA 081574972709, 081310045708.

https://t.co/LuAC6qIA8R https://t.co/SF0YXQZ2gn"
BumaKonstruksi,"https://t.co/YX893bcF9B - Alhamdulillah Pengerjaan Wastafel cuci tangan 1 lubang 3 keran – Hand sink stainless pesanan PT. Adhi Karya (Persero) selesai. HUB Whatsapp di 081310045708, 081574972709, 087881743863, 081380545127,081517798715.

https://t.co/Dfnrjkw2ut https://t.co/6UOMFkhdXW"
BumaKonstruksi,"https://t.co/YX893bcF9B - Wastafel cuci tangan tertutup material stainless steel “asli” top grade kran injak lengkap dengan aksesoris, Anda juga dapat memesan wastafel stainless steel dengan desain custom. HUB WA : 081310045708, 081574972709, 087881743863, 081380545127. https://t.co/TnjIH9PUzD"
Oji_Ahmd,"Selamat Hari Cuci Tangan Sedunia ya..
.
Di masa Pandemi ini sangat penting lho bagi kita untuk mencuci tangan. Cuci tanganmu dengan air mengalir selama 20 detik. Dan jangan lupa untuk mengingatkan kepada teman sekitar untuk sering mencuci tangan. 
.
Kebersihan tangan untuk semua. https://t.co/yZdDhjro15"
johan_woda,"Bantuan berupa 38.000 masker medis, 35.940 masker kain, 1.825 Hand Sanitizer, 2.460 botol suplemen, 2.150 sabun cuci tangan, serta disinfektan, alat foging, madu, &amp; APD disalurkan Kemenag untuk membantu pesantren dalam pencegahan Covid-19. 

<U+0001F447>

https://t.co/VacvdQnHnr https://t.co/YW6V4HsYVF"
MedikaPlaza,"Tidak hanya Virus Corona, Tangan yang kotor juga bisa menjadi awal dari penyakit lainnya seperti tipes, infeksi bakteri e.coli yang mengakibatkan diare dan berbagai macam penyakit lainnya.
.
.
Yuk mulai rajin Cuci Tangan dengan sabun mulai dari sekarang. :)
.
.
#medikaplaza https://t.co/Dda4tIBpzb"
KemenkesRI,"Fasilitas cuci tangan, diharapkan tersedia diberbagai tempat seperti di tempat ibadah, pasar, sarana perkantoran dll. Jika dalam kondisi tertentu tidak ada air dan sabun untuk cuci tangan, maka kamu bisa menggunakan cairan antiseptik dengan kadar alkohol sekitar 70%."
KemenkesRI,"@WHO menyarankan 7 langkah cuci tangan yang benar selama 20 detik. 

1. Basahi tangan, gosok sabun pada telapak tangan
2. Usap dan gosok kedua telapak tangan dengan sabun
3. Gosok kedua punggung tangan secara bergantian 
4. Gosok sela-sela jari tangan hingga bersih"
bungsee_,"@tanyainrl Cuci baju, di rumah ak gada mesin cuci jadi harus di kucek pake tangan alias pegelll bngt anjir mana bnyk lagi<U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D>"
Nordicblackmtl,"Ha ha ha sekarang pada sibuk cuci tangan bukan takut Virus Corona tapi takut dikira mendalangi demo 8 Oktober ingat selain banyak saksi &amp; tersangka yg ketangkep pembuat kerusuhan mereka nyanyi siapa2 begundal provokatornya, tunggu saja sudah sono potong rambut dulu MERDEKA <U+0001F64F><U+0001F1EE><U+0001F1E9>. https://t.co/RXbyyk8G2T"
charlottmartell,@kimfullsun Ak mau cuci tangan dulu pake molto biar wangi pas buka album xixixi
irwanfrds,"@geloraco Cuci tangan nasional di ""kobokan"" regional. Cukup?"
Putune_Lucifer,"@Namaku_Mei masa pandemi...
sang jendral kancil sadar dan segera cuci tangan"
EnggalPMT,Harus rajin cuci tangan yah https://t.co/y1Iy57NJst
langsihh,"Tetap lakukan protokol kesehatan yaitu memakai masker, jaga jarak, dan cuci tangan #IngatPesanIbu #KatadataLawanCovid19"
rtheri_aliansya,"Budaya mencuci tangan dengan sabun di air mengalir adalah perilaku hidup bersih paling mendasar. Kebiasaan sederhana ini bukan hanya membuat badan sehat tapi mampu menyelamatkan hidup kita dari berbagai virus berbahaya.
.
Hari Cuci Tangan Se Dunia
15 Oktober 2020 https://t.co/EnquUMGycL"
Kie_Kyu14,"Prosedur khusus makan di restaurant, karna tidak bisa makan dengan masker maka harus menjalankan protokol kesehatan yg lain seperti jaga jarak, cuci tangan, ventilasi, dan durasi #IngatPesanIbu
#KatadataLawanCovid19"
pamjaya_id,"Selamat Hari Cuci Tangan Sedunia. Selalu jaga kebersihan tangan kita, sebab hal itu menentukan keselamatan lainnya. https://t.co/SKyrIUMum5"
drSodie,"@rofif_yasykur16 Dlm protokol ksehatan, selain pakai masker dan cuci tangan, ada VDJ yaitu ventilasi, durasi, jarak. Artinya jk ketika nongki2 ruangannya tertutup, durasinya terlalu lama&amp;jaraknya terlalu dekat, risiko <U+2B06><U+FE0F>. Jika ketiganya saat nongki tdk bs dipenuhi, sebaiknya jgn nongki dulu ya <U+0001F604>"
pajakbkttinggi,"Cuci tangan menggunakan air saja tidak cukup, karena butuh bantuan sabun dengan kandungan antiseptik, untuk membersihkan tangan dari berbagai mikroorganisme penyebab penyakit. #LMAN #JagaKebersihan"
pajakbkttinggi,"Dimasa Pandemi ini pasti rajin cuci tangan, #MinAset dapet beberapa fakta penting tentang cuci tangan nih, Yuk cekidot.#LMAN #JagaKebersihan"
johnsbhat234,@LOVE_AG4EVER @hamaro_id Wah GN bnr2 mau cuci tangan nih karna kalau gak cuci tangan yg bersih bisa terciduk oleh covid seperti anak buah loh<U+0001F60A><U+263A><U+FE0F><U+0001F643>
Water4life_ID,"Selamat Hari Cuci Tangan Sedunia, 15 Oktober 2020
""Kebersihan Tangan Untuk Semua""
#BersamaDemiAir https://t.co/X2FsIq2LVP"
Water4life_ID,PALYJA Peringati Hari Cuci Tangan Sedunia 2020: Wastafel untuk Rusunawa &amp; Kompetisi Foto Jurnalistik  https://t.co/bqjRGP7fAY #BersamaDemiAir https://t.co/a3f2b48EB3
DanuGustriaF,"Selamat Pagi Sahabat Kompas,
Akses terhadap fasilitas cuci tangan di Indonesia masih terbatas.  Akibatnya praktik menjaga kebersihan tangan untuk mencegah penularan penyakit sulit dilakukan. Baca juga pembangunan jalan tol yang terus dilakukan di tengah pandemi.

#adadikompas https://t.co/ALqUukNqXa"
Deecy2712,@LOVE_AG4EVER Ahayyyyy...cuci tangan
Tatisekowati1,"@SantorinisSun Kl tau byk kebaikan dr UU OBL hrsnya p gatot edukasi kelompoknya knp dr kmrn2 justru sebaliknya?? 
Apa saking sibuknya hingga g spt baca..

Ah sdhlah, buru2 cuci tangan yg bersih jendral..jgn lupa pake sabun
<U+0001F923><U+0001F923>"
novel_is,"@yusuf_dumdum #JendralKancilCemen @Nurmantyo_Gatot !!!

Giliran anak buahnya pada ketangkep, dianya mulai cuci tangan, cuci mulut setelah menjilat ludahnya sendiri"
hariankompas,"Para pembeli kini lebih berminat berbelanja di toko-toko yang dilayani oleh orang bermasker. Mereka juga kerap menanyakan tempat cuci tangan dan sabun sebelum dan sesudah berbelanja di toko. 

#Metropolitan #adadikompas 
https://t.co/SVBrN8p3Fm"
hariankompas,"Akses terhadap fasilitas cuci tangan di Indonesia masih terbatas. Akibatnya, praktik menjaga kebersihan tangan untuk mencegah penularan penyakit lebih sulit dilakukan. 

#Humaniora #adadikompas 
https://t.co/gJ1KNqFYz2"
subisaja,"Selamat pagi.
Ngop-ngopi atau ngeteh cantik pagi - pagi gini sebelum mulai sibuk beraktivitas kayanya asyik juga ya gaes.. Eits, tapi tetap perhatikan protokol kesehatan ya. Pake masker, jaga jarak fisik, cuci tangan ya.

*Tira &amp; Virgo di Google Play Books https://t.co/O4a5847tDv https://t.co/00GUAGpquF"
officialnova_id,"Hari Cuci Tangan Sedunia tiba, ini langkah mencuci tangan yang benar agar tidak tertular Covid-19.

https://t.co/MNI02wBFDd"
officialnova_id,"Kebersihan jadi hal penting di tengah pandemi, orangtua didorong untuk tanam kebiasaan cuci tangan pakai sabun sejak dini pada anak.

https://t.co/eKJnY3TTlj"
ANisa9595,"Giliran gini pada cuci tangan.
Coba dunk ajarin uwe cuci tangan, biar bisa lari dr tanggung jawab kek elu"
okezonenews,"Jadi Episentrum Covid-19, Kemenkes: Fasilitas Cuci Tangan di Jakarta Baru 73% #TauCepatTanpaBatas #BeritaTerkini #Berita #News #BeritaNasional . https://t.co/jVXrz43yrV"
okezonenews,"Tangkal Covid-19, Dinkes DKI Dorong Gerakan Cuci Tangan Masuk Ekskul di Sekolah    #TauCepatTanpaBatas #BeritaTerkini #BeritaTerkini #NewsUpdate . https://t.co/KikoTZHV21"
okezonenews,Dinkes DKI Dorong Gerakan Cuci Tangan Masuk Kegiatan Ekskul #TauCepatTanpaBatas #BeritaTerkini #BeritaTerkini #NewsUpdate . https://t.co/5LrqhmylYZ
okezonenews,Kadinkes DKI: Rajin Cuci Tangan Pakai Sabun Turunkan Penularan Covid-19 hingga 35% #TauCepatTanpaBatas #BeritaTerkini #BeritaTerkini #NewsUpdate . https://t.co/Oqr48pNmTQ
okezonenews,Hanya 30 Persen Warga Bogor Disiplin Cuci Tangan #TauCepatTanpaBatas #BeritaTerkini #BeritaTerkini #NewsUpdate . https://t.co/c12zb5AZOA
okezonenews,"Hari Cuci Tangan Pakai Sabun, Kemenkes: Momen Pengingat Cegah Covid-19 #TauCepatTanpaBatas #BeritaTerkini #Berita #News #BeritaNasional . https://t.co/lHfshbDOJS"
okezonenews,"Hari Cuci Tangan Sedunia, Ini Pesan Bima Arya untuk Warga Bogor #TauCepatTanpaBatas #BeritaTerkini #BeritaTerkini #NewsUpdate . https://t.co/xfi50PuU1T"
GranFreskito,"@TitiRusdi Kebiasaan baru di era pandemi:

- tiap keluar rumah selalu #pakaimasker double
- cuci kaki di halaman rumah lalu lanjut mandi
- jaga jarak sama semua orang bahkan atasan
- tiap ambil paket di halaman rumah masuk cuci kaki lagi
- cuci tangan selalu

#speedlabGA #pakaimasker"
Adiitoo,"@TitiRusdi - Selama pandemi pastinga #pakaimasker setiap kali keluar, cuci tangan, dan langsung mencuci semua yang menempel di badan sesampainya di rumah.
- BETAH BANGET DI RUMAH
- Masih tetap makan sehat
- Olahraga juga masih, lagi fokus belajar push up. #speedlabGA https://t.co/nqx5QcFr16"
RanupsProSandi,"DISIPLIN PENDUDUK “Pakai-Maker, Cuci-Tangan, Jaga Jarak” perlu diimbangi DISIPLIN PEMERINTAH “Mentest penduduk, Melacak jejak orang-bergejala dan Merawat tundukkan virus Corina di pasien”. Hanya jika dua-dua DISIPLIN berjalan seirig bisa kita tundukkan virus!"
mudha_satriya,"Di masa pandemi Covid-19 seruan ini sangat relevan dilakukan guna menangkal penyebaran virus Covid-19 sesuai anjuran WHO. 

Yuk Sahabat, jadikan cuci tangan sebagai suatu kebiasaan baik sebelum dan setelah melakukan aktifitas.
#CuciTangan #ProtokolKesehatanKeluarga #IngatPesanIbu"
DontcryindoKid,"Wah hebat, ahli CUCI TANGAN sedang membagi pengalaman hidupnya kepada yang lain. Pantas saja diakui sebagai dewan pakar kelicikan.<U+0001F602><U+0001F602> https://t.co/PSM4YNNeGi"
GTVID_News,https://t.co/qwtfXyugHy
detikHealth,"Setiap tanggal 15 Oktober diperingati sebagai Hari Cuci Tangan Sedunia. Nah, bagaimana sejarah lengkapnya?
 https://t.co/dfR5F2xG4W"
detikHealth,"Hari Cuci Tangan sedunia diperingati setiap 15 Oktober yang juga dikenal sebagai Global Handwashing Day, tahun 2020 ini bertema 'Kebersihan Tangan untuk Semua'. https://t.co/h1UiL6Y8Xr"
DwikaAstika,"@ezash Di swalayan juga ada kok, di Jakbar.  Sebelum masuk Cuci tangan. Trs yang di cek suhu tangannya."
newsmerahputih,"Kepala Dinas Kesehatan DKI Jakarta Widyastuti mengikuti acara webinar yang di selenggarakan Kementerian Kesehatan (Kemenkes) dengan tema ""Kampanye Nasional dan Hari Cuci Tangan Pakai Sabun Sedunia"", pada (15/10) #merahputihcom #Kemenkes https://t.co/YXaX8eVo8b"
tiks_tiks,"Cuci tangan pakai sabun menjadi salah satu cara pencegahan penyakit.

Yuk sering-sering mencuci tangan dan jadikan ini sebagai kebiasaan baik. 

#GlobalHandwashingDay #HariCuciTanganSedunia https://t.co/FRrqxqFxRO"
kemenkopmk,"Peringatan Hari Cuci Tangan Sedunia ini terus digaungkan setiap tahunnya dengan harapan agar masyarakat bisa membiasakan diri untuk mencuci tangan dengan air dan sabun untuk mencegah berbagai penyakit.

#KemenkoPMK #AyoBerubah #RevolusiMental #HariCuciTanganSedunia"
kemenkopmk,"Halo #SahabatPMK , Hari Cuci Tangan Sedunia atau Global Handwashing Day diperingati setiap tanggal 15 Oktober, atau bertepatan dengan hari ini. 

#KemenkoPMK #AyoBerubah #RevolusiMental #HariCuciTanganSedunia https://t.co/aeB8P3TzDH"
kemenkopmk,"https://t.co/l7h8Ujqvck

#KemenkoPMK #AyoBerubah #RevolusiMental #HariCuciTanganSedunia"
kemenkopmk,"Peringatan Hari Cuci Tangan Sedunia ini terus digaungkan setiap tahunnya dengan harapan agar masyarakat bisa membiasakan diri untuk mencuci tangan dengan air dan sabun untuk mencegah berbagai penyakit.

#KemenkoPMK #AyoBerubah #RevolusiMental #HariCuciTanganSedunia https://t.co/PXFf599pcA"
kemenkopmk,"#SahabatPMK , Hari Cuci Tangan Sedunia atau Global Handwashing Day diperingati setiap tanggal 15 Oktober bertepatan dgn hari ini. 

Tahun ini , Hari Cuci Tangan Sedunia mengangkat tema ‘Hand Hygine for All atau ‘Kebersihan Tangan Untuk Semua’.

#KemenkoPMK #HariCuciTanganSedunia https://t.co/6iUWik7O9a"
fierians,"@rlthingy setelah sekian lama ga jadi ketemu trs krn jadwal ga kosong2 tbtb gue lembur trs dijemput la, makan di kfc yg muter jauh dr kantor dan rumah gue krn mau leep it lowkey lol trs doi w marahin krn gamau cuci tangan abis makan. 1st impression gue galak, fyi."
OAdriadi,"Btw, ada yang tau gak sih kalo hari ini diperingati sebagai Hari Cuci Tangan Dengan Sabun Sedunia loh, Sahabat...

Selalu ada #JalanKebaikan bersama BNI Syariah, your #HasanahBankingPartner"
Contactme0707,"Assalamualaikum, Sahabat Hasanah.

Jangan lupa cuci tangan pakai sabun selama 20 detik dengan benar ya, agar virus &amp; kuman penyakit mati serta terhindar dari paparan COVID-19.

Ingat, terus taati protokol kesehatan dimanapun dan kapanpun.

Stay safe &amp; healthy ya, Sahabat Hasanah! https://t.co/QkHiDm4l4O"
timmymalachi,"Siapa yang nyangka Hari Cuci Tangan Sedunia jadi hari yang penting banget tahun ini ya gaes.

Btw, kamu tim mana nih?

Reply: Cuci tangan pakai sabun khusus cuci tangan

RT: Cuci tangan pakai sabun (sekalian) cuci piring 

Like: Cuci tangan pakai sabun mandi"
yulfentri_munaf,"@TeddyGusnaidi @Nurmantyo_Gatot Wah hebat, ahli CUCI TANGAN sedang membagi pengalaman hidupnya kepada yang lain. Pantas saja diakui sebagai dewan pakar kelicikan.<U+0001F602><U+0001F602>"
lantip,@lantip Aku TERTARIK bgt lho sesi begini 3 jam ttg cuci tangan. Kl naik mobil udah sampe Cirebon.
yulia3h,"Jangan lupa cuci tangan pake sabun yoo.. sehat² teruus, biar kita bisa lanjut bikin cerita hidup makin seruuu <U+0001F642>"
InvestorID,Biasakan Cuci Tangan Setiap Saat Sejak Dini https://t.co/T6Cwaxys7J https://t.co/1gH5Gr2LFX
qnoy2k,@TitiRusdi Gak memakai baju yang sama dari luar rumah untuk di dalam rumah. Dan selain cuci tangan mandi kalau habis dari luar. #pakaimasker #speedlabga
nastitikp,Makan penyetan pake tangan bau sambelnya nempel walau sudah cuci bersih dengan sabun
Poposindoe,"UPDATE Corona Indonesia, Kamis (15/10): Tambah 4.4111 kasus, jangan lupa cuci tangan https://t.co/TVCAo853px #COVID-19"
elleanor12,"@TitiRusdi Kebiasaan baru
 1.cuci tangan berulang di manapun 
2 pakai masker keluar rumah 
3 makan sehat yg mengandung vit C.D.E plus zinc supplemen,jahe,rempah tiap hari makan buah dan sayur,minum susu
4. Istirahat cukup karena onlineshop dari rumah saja"
guabeli,"@FiersaBesari Maaf numpang promosi. Gelang hand sanitizer, biar ga ribet buka2 tas buat cuci tangan. Harga 14,5k, boleh pilih warna <U+0001F64F> https://t.co/kqJFeA04oj"
nincompoof_,@Tin_13S cuci tangan make dettol
MandiriTunasFin,"Kebersihan tangan dapat menyelamatkan nyawa.

Tangan bersih untuk semua!
Ayo jangan kendor Cuci Tangan Pakai Sabun, cara sederhana untuk cegah COVID-19!

Salam sehat
(sumber : @kemenkes_ri)

#CTPS2020 
#Tanganbersihuntuksemua
#mtfinfo
#mandiritunasfinance"
MandiriTunasFin,"Fasilitas cuci tangan dengan sabun di rumah, sekolah, fasilitas kesehatan, fasilitas umum, perkantoran, lokasi kerja, serta ruang publik sangat penting untuk menjaga anak, pemuda, lansia, tenaga kesehatan, pekerja, aman dari penyebaran #COVID__19 dan penyakit menular lainnya."
smooth995fm,"[AIDA] Selamat hari cuci tangan sedunia. Yuk, cuci tangan!
https://t.co/L17nqYZ7hX"
harya_bima,@Dennysiregar7 Habis minum obat bang.... sambil mau cuci tangan.
pangemananmalfa,"Hai, #KawanKabinet, tahukah kamu kalau 15 Oktober adalah Hari Cuci Tangan Pakai Sabun Sedunia?

Sudahkah kamu melakukannya hari ini? Apalagi di masa pandemi seperti ini, jangan lupa untuk sering-sering cuci tangan pakai sabun, ya! https://t.co/hfpmQBy3QF"
coreliara,Jauh lebih penting dari gerakan cuci tangan. https://t.co/YJXHBzZNCg
sally_angg,"@Hairiiiii Ehh gue jg yaa flu hampir sebulan sekali. Pdhl jg suka cuci tangan dr sblm pandemi. Pas masa2 kayak gini, gue kena flu dikit ajaa pada parno <U+0001F602>"
HG_Solution,"Jaga selalu kebersihan diri dan rajin cuci tangan untuk terhindar dari virus #Corona 

#HariCuciTanganSedunia 
#hgformen #mychoiceofconfidence
#mensgrooming #beconfident"
moonlghtssr,"<U+2694><U+FE0F> CHOOSE YOUR WEAPON <U+2694><U+FE0F>

Mana nih yang biasa kamu pakai buat cuci tangan?

RT                                                       Like https://t.co/fYJkGzYwPq"
dXtrd_MKH,"Hari Cuci Tangan Sedunia, Bagaimana Cara Cuci Tangan yang Benar? https://t.co/1E7yHktHMt via @YouTube Mumpung harinya, ""cuci tangan"" dipersilahkan... wkwkwkwk..."
abudiraharjo,@AnakKolong_ Pak Gatot sedang menerapkan protokol kesehatan... Salah satunya harus Cuci Tangan<U+0001F602><U+0001F602><U+0001F602><U+0001F602>
TBIndonesia,"Selamat memperingati Hari Cuci Tangan Pakai Sabun Sedunia, SobatTOSS!<U+2063><U+2063>
Cuci tangan pakai sabun merupakan salah satu perilaku hidup bersih dan sehat (PHBS), karena tangan merupakan media yang sangat rentan untuk berpindahnya berbagai penyakit! Salah satunya ialah penyakit TBC https://t.co/ZcSBIDXf9T"
nandaputriarfh,kok ada ya orang keluar dari toilet terus gak cuci tangan langsung ngacir pergi<U+0001F615><U+0001F974>
liyilyliy,@collegemenfess alias cuci tangan teroooos
Khalid_Af87,"Bertepatan dengan Hari Cuci Tangan sedunia, Menkes Terawan menjelaskan pentingnya mencuci tangan agar terhindar dari berbagai penyakit menular. Ini pesannya.

via @detikHealth https://t.co/pvAqQOEYUU"
rranibams,"""Jangan lupa cuci tangan ya..""

Diingetin gitu doang senengnya sampe kebawa mimpi <U+0001F970>

LIKE kalau trik ngegebet 2020 adalah ngingetin untuk cuci tangan <U+0001F6B0>

#HariCuciTanganPakaiSabunSedunia https://t.co/AgGeJetk6u"
GATRA_com,"Hari Cuci Tangan Sedunia, CTPS Tak Hanya saat Pandemi https://t.co/tFfmVLF0Id"
GATRA_com,"Prokes di Bank, Usai Transaksi di ATM, Langsung Cuci Tangan https://t.co/k4oneJPygG"
ASastroamidjojo,"Hand Hygine for All.
Semoga saat pandemi covid-19 selesai, membudayakan cuci tangan tetap bisa dijalankan oleh masing-masing diri kita.
Selamat Hari Cuci Tangan Sedunia.
#SiapKerjaSiapDiawasi https://t.co/TFTXmfYAyy"
Erlyna_erlin,"Pemerintah Kampanyekan Cuci Tangan Pakai Sabun di Seluruh Destinasi Wisata https://t.co/W8SgEftLMC

Cari berita lain? Klik di sini https://t.co/etgqSfoIwQ https://t.co/CsVTpFkUP8"
Plockerstork,"Hari Cuci Tangan Sedunia adalah upaya utk meningkatkan kesadaran &amp; membiasakan mencuci tangan dgn menggunakan sabun demi mencegah penularan berbagai penyakit.

Cuci tanganmu dengan sabun minimal 20 detik, secara tak langsung kamu sudah berkontribusi menyelamatkan nyawa lho <U+0001F60A> https://t.co/bKLuhUtOo2"
ofuku89,Uw para lelaki ini mau ngomongin cuci tangan 3 jam. Cuci tangan dari apa klo bole tau? https://t.co/DUjdDVayCg
ofuku89,"pandemi udah berapa abad, seminar masih soal cuci tangan https://t.co/fxtSSVp8yl"
novianaini,"Selamat Hari Cuci Tangan Sedunia! <U+0001F44F><U+0001F9FC> 
Tahukah kamu, tema peringatan #HariCuciTanganSedunia tahun ini adalah “Kebersihan Tangan untuk Semua.” https://t.co/V1qBZaAaGa"
arif_kasmin,"Buat apa sih tanda X yang ada di ruang publik, ditempat antrian, dibangku tunggu buat apa?

buat apa galon cuci tangan di depan ruko, toko, minimarket ?

Sampai Kapan ?"
mlngrni,@_Wendywalters bisa²nya ada yg rep terakhir tempat cuci tangan<U+0001F62D>
WartaEkonomi,"80% Pasien Covid-19 Adalah OTG: Bentengi Diri dengan Cuci Tangan yang Benar, Begini Caranya https://t.co/5IS9NHnK5q"
WartaEkonomi,Jangan Lupa! Rajin Cuci Tangan Pakai Sabun Turunkan Penularan Covid-19 hingga 35%! https://t.co/jv0jUjFzf0
